"~Je ne tarderais pas à rejoindre la réunion dès que j'aurai fini ce travail.","~I will not delay joining the meeting as soon as I finish this work."
"~After his fall, he had to use crutches to get around for several weeks.","~Après sa chute, il a dû utiliser des béquilles pour se déplacer pendant plusieurs semaines."
"~Après sa chute, il a dû utiliser des béquilles pour se déplacer pendant plusieurs semaines.","~After his fall, he had to use crutches to get around for several weeks."
"~She has a runny nose","~Elle a le nez qui coule"
"~Elle a le nez qui coule","~She has a runny nose"
"~These pills should give you relief","~Ces cachets devraient vous soulager"
"~Ces cachets devraient vous soulager","~These pills should give you relief"
"~Despite the rain, we had a good day.","~Malgré la pluie, nous avons passé une bonne journée."
"~Malgré la pluie, nous avons passé une bonne journée.","~Despite the rain, we had a good day."
"~He is successful in life thanks to his hard work.","~Il a réussi dans la vie grâce à son travail acharné."
"~Il a réussi dans la vie grâce à son travail acharné.","~He is successful in life thanks to his hard work."
"~This flower has a pleasant smell.","~Cette fleur a une odeur agréable."
"~Cette fleur a une odeur agréable.","~This flower has a pleasant smell."
"~Be careful crossing the road, there's a lot of traffic.","~Fais gaffe en traversant la route, il y a beaucoup de circulation."
"~Fais gaffe en traversant la route, il y a beaucoup de circulation.","~Be careful crossing the road, there's a lot of traffic."
"~Sorry, I can't stay, I am running late for an appointment.","~Désolé, je ne peux pas rester, je suis à la bourre pour un rendez-vous."
"~Désolé, je ne peux pas rester, je suis à la bourre pour un rendez-vous.","~Sorry, I can't stay, I am running late for an appointment."
"~I leave","~Je pars."
"~Je pars.","~I leave"
"~You (singular informal) vanish","~Tu disparais."
"~Tu disparais.","~You (singular informal) vanish"
"~He decides","~Il décide."
"~Il décide.","~He decides"
"~She finishes","~Elle finit."
"~Elle finit.","~She finishes"
"~We nourish","~Nous nourrissons."
"~Nous nourrissons.","~We nourish"
"~You (plural) age","~Vous vieillissez."
"~Vous vieillissez.","~You (plural) age"
"~They (masculine) forbid","~Ils interdisent."
"~Ils interdisent.","~They (masculine) forbid"
"~You (singular informal) were growing","~Tu grandissais."
"~Tu grandissais.","~You (singular informal) were growing"
"~She was waiting","~Elle attendait."
"~Elle attendait.","~She was waiting"
"~They (feminine) were departing","~Elles partaient."
"~Elles partaient.","~They (feminine) were departing"
"~I will flourish","~Je fleurirai."
"~Je fleurirai.","~I will flourish"
"~You (singular informal) will harden","~Tu durciras."
"~Tu durciras.","~You (singular informal) will harden"
"~He will fade","~Il pâlira."
"~Il pâlira.","~He will fade"
"~We will polish","~Nous polirons."
"~Nous polirons.","~We will polish"
"~They (masculine) will choose","~Ils choisiront."
"~Ils choisiront.","~They (masculine) will choose"
"~I would establish","~Je établirais."
"~Je établirais.","~I would establish"
"~She would diminish","~Elle diminuerait."
"~Elle diminuerait.","~She would diminish"
"~You (plural) would embellish","~Vous embelliriez."
"~Vous embelliriez.","~You (plural) would embellish"
"~He hopes they (feminine) convert","~Il espère qu'elles convertissent."
"~Il espère qu'elles convertissent.","~He hopes they (feminine) convert"
"~I fear you (singular informal) go","~Je crains que tu partes."
"~Je crains que tu partes.","~I fear you (singular informal) go"
"~They (masculine) doubt she unites","~Ils doutent qu'elle unisse."
"~Ils doutent qu'elle unisse.","~They (masculine) doubt she unites"
"~We want them (masculine) to describe","~Nous voulons qu'ils décrivent."
"~Nous voulons qu'ils décrivent.","~We want them (masculine) to describe"
"~He regrets that I obey","~Il regrette que j'obéisse."
"~Il regrette que j'obéisse.","~He regrets that I obey"
"~You (plural) believe that she whitens","~Vous croyez qu'elle blanchit."
"~Vous croyez qu'elle blanchit.","~You (plural) believe that she whitens"
"~They (feminine) think that you (singular informal) fulfill","~Elles pensent que tu accomplis."
"~Elles pensent que tu accomplis.","~They (feminine) think that you (singular informal) fulfill"
"~I advise that he nourish","~Je conseille qu'il nourrisse."
"~Je conseille qu'il nourrisse.","~I advise that he nourish"
"~She wishes we forbid","~Elle souhaite que nous interdisions."
"~Elle souhaite que nous interdisions.","~She wishes we forbid"
"~You (singular informal) wish they (masculine) punish","~Tu souhaites qu'ils punissent."
"~Tu souhaites qu'ils punissent.","~You (singular informal) wish they (masculine) punish"
"~We expect her to age","~Nous attendons qu'elle vieillisse."
"~Nous attendons qu'elle vieillisse.","~We expect her to age"
"~They (masculine) desire you (plural) to decide","~Ils désirent que vous décidiez."
"~Ils désirent que vous décidiez.","~They (masculine) desire you (plural) to decide"
"~The apple was so crunchy that the noise echoed throughout the room.","~La pomme était si croquante que le bruit a résonné dans toute la pièce"
"~La pomme était si croquante que le bruit a résonné dans toute la pièce","~The apple was so crunchy that the noise echoed throughout the room."
"~My golf club membership is out of date.","~Mon abonnement au club de golf est périmé."
"~Mon abonnement au club de golf est périmé.","~My golf club membership is out of date."
"~A mirror reflects light.","~Un miroir reflète la lumière."
"~Un miroir reflète la lumière.","~A mirror reflects light."
"~Our house was struck by lightning and caught fire.","~Notre maison a été frappée par la foudre et a pris feu."
"~Notre maison a été frappée par la foudre et a pris feu.","~Our house was struck by lightning and caught fire."
"~My feet hurt because my shoes are too tight.","~J'ai mal aux pieds parce que mes chaussures sont trop serrées."
"~J'ai mal aux pieds parce que mes chaussures sont trop serrées.","~My feet hurt because my shoes are too tight."
"~I committed a driving infraction and had to pay a fine.","~J'ai commis un délit de conduite et j'ai dû payer une amende."
"~J'ai commis un délit de conduite et j'ai dû payer une amende.","~I committed a driving infraction and had to pay a fine."
"~The driver's testimony proved the suspect innocent.","~Le témoignage du conducteur a innocenté le suspect."
"~Le témoignage du conducteur a innocenté le suspect.","~The driver's testimony proved the suspect innocent."
"~My daughter likes stories about fairies and kings.","~Ma fille aime les histoires de fées et de rois."
"~Ma fille aime les histoires de fées et de rois.","~My daughter likes stories about fairies and kings."
"~Various templates are available to create common documents.","~Plusieurs modèles sont disponibles pour créer les documents courants."
"~Plusieurs modèles sont disponibles pour créer les documents courants.","~Various templates are available to create common documents."
"~Don't eat that!","~Ne mange pas ça!"
"~Ne mange pas ça!","~Don't eat that!"
"~Don’t look at him.","~Ne le regarde pas."
"~Ne le regarde pas.","~Don’t look at him."
"~Don’t speak so loudly","~Ne parle pas si fort."
"~Ne parle pas si fort.","~Don’t speak so loudly"
"~I wrote down the shopping list on a piece of paper.","~J'ai noté la liste de courses sur un bout de papier."
"~J'ai noté la liste de courses sur un bout de papier.","~I wrote down the shopping list on a piece of paper."
"~He tried to lure the dog with a piece of ham.","~Il a essayé d'attirer le chien avec un bout de jambon."
"~Il a essayé d'attirer le chien avec un bout de jambon.","~He tried to lure the dog with a piece of ham."
"~The sun is a source of sustainable energy.","~Le soleil est une source d'énergie durable."
"~Le soleil est une source d'énergie durable.","~The sun is a source of sustainable energy."
"~What are your strengths and your weaknesses?","~Quelles sont vos qualités et vos défauts?"
"~Quelles sont vos qualités et vos défauts?","~What are your strengths and your weaknesses?"
"~The senior diplomat is a skilful negotiator.","~Le haut diplomate est un négociateur doué."
"~Le haut diplomate est un négociateur doué.","~The senior diplomat is a skilful negotiator."
"~Its message to parliamentarians is that no matter what they think or say, it will do as it pleases.","~Son message aux parlementaires est que peu importe ce qu'ils pensent et ce qu'ils lui disent, il n'en fera qu'à sa tête."
"~Son message aux parlementaires est que peu importe ce qu'ils pensent et ce qu'ils lui disent, il n'en fera qu'à sa tête.","~Its message to parliamentarians is that no matter what they think or say, it will do as it pleases."
"~Beans always make me fart.","~Les haricots me font toujours péter."
"~Les haricots me font toujours péter.","~Beans always make me fart."
"~I did not expect that","~Je ne m'y attendais pas"
"~Je ne m'y attendais pas","~I did not expect that"
"~The weak response to our ad campaign was disappointing","~La faible réponse à notre campagne publicitaire était décevante."
"~La faible réponse à notre campagne publicitaire était décevante.","~The weak response to our ad campaign was disappointing"
"~The fee is calculated based on the duration of the loan.","~Les frais sont calculés selon la durée du prêt."
"~Les frais sont calculés selon la durée du prêt.","~The fee is calculated based on the duration of the loan."
"~But I am often reminded of a saying that describes my career experiences","~Mais il me revient souvent une citation qui décrit mon parcours professionnel"
"~Mais il me revient souvent une citation qui décrit mon parcours professionnel","~But I am often reminded of a saying that describes my career experiences"
"~My husband stayed across the street at a bed and breakfast.","~Mon mari s'est loué une chambre d'hôte, l'autre côté de la rue."
"~Mon mari s'est loué une chambre d'hôte, l'autre côté de la rue.","~My husband stayed across the street at a bed and breakfast."
"~Knowing my passion for this kind of old-fashioned thing, he gave it to me.","~Connaissant mon penchant pour ce genre de vieillerie, il me l'a donné"
"~Connaissant mon penchant pour ce genre de vieillerie, il me l'a donné","~Knowing my passion for this kind of old-fashioned thing, he gave it to me."
"~It would be wise to check our itinerary before we leave.","~Il serait prudent de vérifier notre itinéraire avant de partir."
"~Il serait prudent de vérifier notre itinéraire avant de partir.","~It would be wise to check our itinerary before we leave."
"~The swimming pool offers a reduced fee for children.","~La piscine propose un tarif réduit pour les enfants."
"~La piscine propose un tarif réduit pour les enfants.","~The swimming pool offers a reduced fee for children."
"~The doctors were either dead or gone.","~Les médecins étaient soit morts, soit partis."
"~Les médecins étaient soit morts, soit partis.","~The doctors were either dead or gone."
"~The priest blessed the food and began to eat.","~Le prêtre a béni le repas et a commencé à manger."
"~Le prêtre a béni le repas et a commencé à manger.","~The priest blessed the food and began to eat."
"~I am closing the shutter, a storm is coming.","~Je ferme le volet, une tempête arrive."
"~Je ferme le volet, une tempête arrive.","~I am closing the shutter, a storm is coming."
"~I have a tendency to get impatient quickly.","~J'ai tendance à m'impatienter rapidement."
"~J'ai tendance à m'impatienter rapidement.","~I have a tendency to get impatient quickly."
"~Various templates are available to create common documents.","~Plusieurs modèles sont disponibles pour créer les documents courants."
"~Plusieurs modèles sont disponibles pour créer les documents courants.","~Various templates are available to create common documents."
"~It can be done quietly in the background or through loud demonstrations.","~Elle peut se faire discrètement, dans les coulisses, ou se manifester bruyamment."
"~Elle peut se faire discrètement, dans les coulisses, ou se manifester bruyamment.","~It can be done quietly in the background or through loud demonstrations."
"~Parents love to take care of their children.","~Les parents aiment s'occuper de leurs enfants."
"~Les parents aiment s'occuper de leurs enfants.","~Parents love to take care of their children."
"~I found a shell on the shore.","~J'ai trouvé un coquillage sur le rivage."
"~J'ai trouvé un coquillage sur le rivage.","~I found a shell on the shore."
"~The plumber plugged the leak in the bathroom.","~Le plombier a bouché la fuite dans la salle de bain."
"~Le plombier a bouché la fuite dans la salle de bain.","~The plumber plugged the leak in the bathroom."
"~It is most distressing to see us adopting more or less the same attitude.","~Il est extrêmement désolant de constater que nous adoptons à peu près la même attitude."
"~Il est extrêmement désolant de constater que nous adoptons à peu près la même attitude.","~It is most distressing to see us adopting more or less the same attitude."
"~This house costs six hundred thousand dollars","~Cette masion coûte six cent mille dollars"
"~Cette masion coûte six cent mille dollars","~This house costs six hundred thousand dollars"
"~I will never talk about missing comforts in Africa again.","~Plus jamais je ne me plaindrai du manque de confort en Afrique."
"~Plus jamais je ne me plaindrai du manque de confort en Afrique.","~I will never talk about missing comforts in Africa again."
"~I need a lighter to start the barbecue.","~J'ai besoin d'un briquet pour allumer le barbecue."
"~J'ai besoin d'un briquet pour allumer le barbecue.","~I need a lighter to start the barbecue."
"~Here are some more examples of possibilities","~Voici quelques autres exemples des possibilités"
"~Voici quelques autres exemples des possibilités","~Here are some more examples of possibilities"
"~Some workers were complaining about a biscuit factory that was not paying them.","~Certains travailleurs se plaignaient au sujet d'une usine de biscuits qui ne les payait pas."
"~Certains travailleurs se plaignaient au sujet d'une usine de biscuits qui ne les payait pas.","~Some workers were complaining about a biscuit factory that was not paying them."
"~Spectators must show their tickets to enter the stadium.","~Les spectateurs doivent présenter leurs billets pour entrer dans le stade."
"~Les spectateurs doivent présenter leurs billets pour entrer dans le stade.","~Spectators must show their tickets to enter the stadium."
"~The wine left a red stain on the tablecloth.","~Le vin a fait une tache rouge sur la nappe."
"~Le vin a fait une tache rouge sur la nappe.","~The wine left a red stain on the tablecloth."
"~I like the science section of this newspaper.","~J'aime la rubrique scientifique de ce journal."
"~J'aime la rubrique scientifique de ce journal.","~I like the science section of this newspaper."
"~The distribution of our expenses is represented in a pie chart.","~Un diagramme circulaire illustre la répartition de nos dépenses."
"~Un diagramme circulaire illustre la répartition de nos dépenses.","~The distribution of our expenses is represented in a pie chart."
"~Try deliciously seasoned sausage rounds with scrambled eggs","~Essayez nos délicieuses rondines de saucisse avec des œufs brouillés"
"~Essayez nos délicieuses rondines de saucisse avec des œufs brouillés","~Try deliciously seasoned sausage rounds with scrambled eggs"
"~I sent the newlyweds my best wishes of happiness.","~J'ai envoyé aux jeunes mariés mes meilleurs vœux de bonheur"
"~J'ai envoyé aux jeunes mariés mes meilleurs vœux de bonheur","~I sent the newlyweds my best wishes of happiness."
"~Go away (iormal)","~Allez vous en"
"~Allez vous en","~Go away (iormal)"
"~Go away (informal)","~Va-t'en"
"~Va-t'en","~Go away (informal)"
"~I found dolls and action figures in the toy department.","~J'ai trouvé des poupées et des figurines au rayon jouets."
"~J'ai trouvé des poupées et des figurines au rayon jouets.","~I found dolls and action figures in the toy department."
"~The hill was very steep.","~La colline était très escarpée."
"~La colline était très escarpée.","~The hill was very steep."
"~It is important to sort out waste.","~Il est important de trier les déchets."
"~Il est important de trier les déchets.","~It is important to sort out waste."
"~I am going to sneeze, I need a tissue.","~Je vais éternuer, j'ai besoin d'un mouchoir."
"~Je vais éternuer, j'ai besoin d'un mouchoir.","~I am going to sneeze, I need a tissue."
"~I am grateful for everything that my parents gave me.","~Je suis reconnaissant pour tout ce que mes parents m'ont donné."
"~Je suis reconnaissant pour tout ce que mes parents m'ont donné.","~I am grateful for everything that my parents gave me."
"~The blue shirt suited me more than the white one.","~La chemise bleue m'allait mieux que la blanche."
"~La chemise bleue m'allait mieux que la blanche.","~The blue shirt suited me more than the white one."
"~He removed the key from the lock.","~Il a retiré la clé de la serrure."
"~Il a retiré la clé de la serrure.","~He removed the key from the lock."
"~The little bird was flapping its wings for the first time.","~Le petit oiseau battait des ailes pour la première fois."
"~Le petit oiseau battait des ailes pour la première fois.","~The little bird was flapping its wings for the first time."
"~Like the grasshopper, he sang and played all summer.","~Comme la cigale, il a chanté et s'est amusé tout l'été."
"~Comme la cigale, il a chanté et s'est amusé tout l'été.","~Like the grasshopper, he sang and played all summer."
"~In a small seaside resort, facing the sea, surrounded by countryside and cliffs.","~Dans une petite station balnéaire, face à la mer, entourée de verdure et de falaises."
"~Dans une petite station balnéaire, face à la mer, entourée de verdure et de falaises.","~In a small seaside resort, facing the sea, surrounded by countryside and cliffs."
"~I like parties with a casual atmosphere.","~J'aime les fêtes avec une ambiance décontractée."
"~J'aime les fêtes avec une ambiance décontractée.","~I like parties with a casual atmosphere."
"~if it is their turn to speak, then they deserve that respect.","~si c'est à son tour de parler, il a droit à mon respect."
"~si c'est à son tour de parler, il a droit à mon respect.","~if it is their turn to speak, then they deserve that respect."
"~Bless you!","~À tes souhaits"
"~À tes souhaits","~Bless you!"
"~A fishbone diagram may be used to document this thinking","~Un diagramme en arêtes de poisson peut servir à documenter cette réflexion"
"~Un diagramme en arêtes de poisson peut servir à documenter cette réflexion","~A fishbone diagram may be used to document this thinking"
"~The meat charred in the frying pan.","~La viande a carbonisé dans la poêle."
"~La viande a carbonisé dans la poêle.","~The meat charred in the frying pan."
"~A few drops of vinegar should be enough.","~Quelques gouttes de vinaigre devraient suffire."
"~Quelques gouttes de vinaigre devraient suffire.","~A few drops of vinegar should be enough."
"~Water squirted from the burst pipe.","~L'eau giclait du tuyau éclaté."
"~L'eau giclait du tuyau éclaté.","~Water squirted from the burst pipe."
"~I can see stars because the sky is clear.","~Je peux voir les étoiles car le ciel est dégagé."
"~Je peux voir les étoiles car le ciel est dégagé.","~I can see stars because the sky is clear."
"~We offer our sympathy to the families of the victims of these cowardly acts.","~Nous offrons nos condoléances aux familles des victimes de ces actes lâches."
"~Nous offrons nos condoléances aux familles des victimes de ces actes lâches.","~We offer our sympathy to the families of the victims of these cowardly acts."
"~The rabbit jumped into the bush to escape the dog.","~Le lapin a sauté dans le buisson pour échapper au chien."
"~Le lapin a sauté dans le buisson pour échapper au chien.","~The rabbit jumped into the bush to escape the dog."
"~The athlete seeks perfection to win the competition.","~L'athlète vise la perfection pour gagner la compétition."
"~L'athlète vise la perfection pour gagner la compétition.","~The athlete seeks perfection to win the competition."
"~My colleague takes on the mentoring of the trainees.","~Ma collègue s'occupe du parrainage des stagiaires."
"~Ma collègue s'occupe du parrainage des stagiaires.","~My colleague takes on the mentoring of the trainees."
"~Being stubborn may help to achieve an objective.","~Être têtu peut aider à atteindre un objectif."
"~Être têtu peut aider à atteindre un objectif.","~Being stubborn may help to achieve an objective."
"~My friend gave me a hug to comfort me.","~Mon ami m'a fait un câlin pour me réconforter."
"~Mon ami m'a fait un câlin pour me réconforter.","~My friend gave me a hug to comfort me."
"~I don’t care./It doesn't matter to me","~Ça m’est égal."
"~Ça m’est égal.","~I don’t care./It doesn't matter to me"
"~The second myth is that they control spending, that they have really tight reins on spending.","~Le deuxième mythe à leur sujet, c'est qu'ils savent contrôler les dépenses, qu'ils surveillent vraiment étroitement les dépenses."
"~Le deuxième mythe à leur sujet, c'est qu'ils savent contrôler les dépenses, qu'ils surveillent vraiment étroitement les dépenses.","~The second myth is that they control spending, that they have really tight reins on spending."
"~Global warming is a very concerning issue.","~Le réchauffement climatique est un problème très préoccupant."
"~Le réchauffement climatique est un problème très préoccupant.","~Global warming is a very concerning issue."
"~Medieval knights had a sword and a shield.","~Les chevaliers médiévaux avaient une épée et un bouclier"
"~Les chevaliers médiévaux avaient une épée et un bouclier","~Medieval knights had a sword and a shield."
"~I do not want to sound pessimistic, but I want to be realistic","~Je ne veux pas donner l'impression d'être pessimiste, mais je tiens à être réaliste."
"~Je ne veux pas donner l'impression d'être pessimiste, mais je tiens à être réaliste.","~I do not want to sound pessimistic, but I want to be realistic"
"~I know my son's exact time of birth.","~Je connais l'heure exacte de la naissance de mon fils."
"~Je connais l'heure exacte de la naissance de mon fils.","~I know my son's exact time of birth."
"~Employees hope to receive a bonus at the end of the year.","~Les salariés espèrent recevoir une prime en fin d'année."
"~Les salariés espèrent recevoir une prime en fin d'année.","~Employees hope to receive a bonus at the end of the year."
"~They gave the results in reverse order.","~Ils ont donné les résultats dans l'ordre inverse."
"~Ils ont donné les résultats dans l'ordre inverse.","~They gave the results in reverse order."
"~Did I say a swear word?","~Ai-je prononcé un gros mot?"
"~Ai-je prononcé un gros mot?","~Did I say a swear word?"
"~I don't mean to be sarcastic, but you get my drift.","~Je ne veux pas être sarcastique, mais vous voyez où je veux en venir"
"~Je ne veux pas être sarcastique, mais vous voyez où je veux en venir","~I don't mean to be sarcastic, but you get my drift."
"~You can have a lie in","~Vous pouvez faire la grasse matinée"
"~Vous pouvez faire la grasse matinée","~You can have a lie in"
"~The widower married his second wife later in life.","~Le veuf a épousé sa deuxième femme plus tard dans la vie."
"~Le veuf a épousé sa deuxième femme plus tard dans la vie.","~The widower married his second wife later in life."
"~My dog is wary when new people come to my house.","~Mon chien est méfiant lorsque de nouvelles personnes viennent à la maison."
"~Mon chien est méfiant lorsque de nouvelles personnes viennent à la maison.","~My dog is wary when new people come to my house."
"~The crew survived a perilous journey across the sea.","~L'équipage a survécu à un voyage périlleux à travers la mer."
"~L'équipage a survécu à un voyage périlleux à travers la mer.","~The crew survived a perilous journey across the sea."
"~The restaurant is open, however it is full.","~Le restaurant est ouvert, cependant il est complet"
"~Le restaurant est ouvert, cependant il est complet","~The restaurant is open, however it is full."
"~If you bump into him, tell him I'm thinking of him","~Si tu le croises, dis-lui que je pense à lui"
"~Si tu le croises, dis-lui que je pense à lui","~If you bump into him, tell him I'm thinking of him"
"~This tourist coast has a lot of bed and breakfasts.","~Cette côte touristique a plein de chambres d'hôtes"
"~Cette côte touristique a plein de chambres d'hôtes","~This tourist coast has a lot of bed and breakfasts."
"~I'm asking myself, is it useful for me to hit people, to be too drunk on the street?","~Je me dis à quoi ça sert de frapper des gens, d'être trop soûl sur la voie publique?"
"~Je me dis à quoi ça sert de frapper des gens, d'être trop soûl sur la voie publique?","~I'm asking myself, is it useful for me to hit people, to be too drunk on the street?"
"~quinoa, chickpeas, red onion, red chillies, passata, tomato puree, garlic puree, paprika, parsley, chilli powder, mustard, worcester sauce","~quinoa, pois chiches, oignon rouge, piment rouge, passata, purée de tomate, puré de ail, paprika, persil, poudre de piment, moutarde, sauce worcestershire"
"~quinoa, pois chiches, oignon rouge, piment rouge, passata, purée de tomate, puré de ail, paprika, persil, poudre de piment, moutarde, sauce worcestershire","~quinoa, chickpeas, red onion, red chillies, passata, tomato puree, garlic puree, paprika, parsley, chilli powder, mustard, worcester sauce"
"~tuna, sardines, noodles, red onion, red chillies, passata, tomato puree, barbecue spices","~thon, sardines, nouilles, oignon rouge, piment rouge, passata, purée de tomate, épices de barbecue"
"~thon, sardines, nouilles, oignon rouge, piment rouge, passata, purée de tomate, épices de barbecue","~tuna, sardines, noodles, red onion, red chillies, passata, tomato puree, barbecue spices"
"~lentils, curry powder, chickpeas, red onion, red chillies, passata, tomato puree","~lentilles, épices de curry, pois chiches, oignon rouge, piment rouge, passata, purée de tomate"
"~lentilles, épices de curry, pois chiches, oignon rouge, piment rouge, passata, purée de tomate","~lentils, curry powder, chickpeas, red onion, red chillies, passata, tomato puree"
"~chicken thigh, chips, new potatoes, peas","~cuisse de poulet, frites, patates nouvelles, petits pois"
"~cuisse de poulet, frites, patates nouvelles, petits pois","~chicken thigh, chips, new potatoes, peas"
